timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-0.02,-0.01,-0.98,-1.22,3.81,10.05
1002,-0.02,0.03,-0.98,-2.99,2.06,10.36
2003,-0.03,0.04,-0.98,-2.26,2.80,10.79
3005,0.01,0.03,-0.98,-1.74,2.30,9.60
4007,-0.03,0.01,-0.98,-2.54,2.38,10.64
