timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2200,0.47,-0.18,0.59,-11.64,63.94,-13.4
2220,0.07,-0.11,1.41,54.5,44.75,21.67
2240,0.18,-0.13,1.35,-7.18,26.55,24.89
2260,0.07,-0.15,1.16,-37.04,13.89,12.94
2280,0.02,-0.01,1.16,-35.06,-2.09,3.39
2300,0.13,0.01,0.97,11.48,-30,-5.78
2320,0.27,0.01,0.78,39.29,-38.21,-8.51
2340,0.16,-0.24,0.72,57.17,7.03,7.32
2360,0.14,0.06,1.16,52.69,5.98,9.81
2380,0.13,-0.03,0.97,24.72,0.8,5.46
2400,0.12,0.02,1.1,11.99,-8.56,-3.33
2420,0.18,0.01,0.97,6.84,-8.58,-0.21
2440,0.16,-0.01,0.97,10.65,-2.82,5.97
2460,0.1,-0.01,1.03,9.29,-2.46,7.13
2480,0.15,-0.04,0.97,1.71,-3.87,4.22
2500,0.13,-0.03,0.97,-0.43,-0.87,1.51
2520,0.15,0.01,0.97,-2.28,0.83,-0.06
2540,0.14,0.01,1.03,-1.92,1.15,1.05
2560,0.14,-0.02,1.03,-1,-1.06,-1.5
2580,0.16,0,1.03,-1.96,-0.72,-1.34
2600,0.15,-0.04,0.97,-2.41,-1.51,-0.77
2620,0.17,-0.01,0.97,-0.72,-0.63,-0.66
2640,0.15,-0.01,1.03,-1.2,0.2,-0.47
2660,0.19,0.01,1.03,-2.52,-2.7,-1.37
2680,0.14,-0.03,1.03,-1.43,-1.3,-1.05
2700,0.15,-0.01,0.97,-0.41,-2.14,-0.58
2720,0.16,-0.01,1.03,-0.43,-2.3,-1.15
2740,0.15,0,1.03,-3.62,-1.1,-0.15
2760,0.16,-0.01,0.97,-2.68,-0.5,0.04
2780,0.14,0,1.03,-2.11,-0.34,0.85
2800,0.09,0.05,1.16,-7.03,-2.47,-2.56
2820,-0.04,0.05,1.28,-50.19,-32.42,-20.58
2840,-0.01,0.02,1.22,-78.22,-50.59,-35.22
2860,0.08,-0.08,0.34,-101.86,-78.81,-59.1
2880,0.42,-0.09,0.84,5.87,64.38,-23.21
2900,0.23,-0.03,1.35,39.1,31.98,-0.68
2920,0.1,-0.13,1.22,-24.5,21.43,18.27
2940,0.14,-0.11,1.16,-31.88,8.77,9.99
2960,0.08,-0.04,1.03,-27.64,-0.35,10.12
2980,0.16,0.09,1.1,5.82,-29.19,4.55
3000,0.38,-0.3,0.59,35.35,-35.46,9.56
3020,0.16,-0.18,0.84,52.15,7.9,10.57
3040,0.18,-0.03,1.1,30.82,17.76,11.51
3060,0.15,-0.05,1.1,19.3,3.72,7.23
3080,0.15,-0.05,1.1,14.42,-2.47,3.62
3100,0.15,-0.06,1.03,8.12,-8.79,2.67
3120,0.14,-0.05,0.97,5.16,-5.14,3.1
3140,0.15,-0.04,0.97,7.18,-2.51,3.47
3160,0.17,-0.02,1.03,1.93,0.96,4.98
3180,0.15,-0.05,0.97,1.89,-2.01,2.91
3200,0.16,-0.08,0.97,2.73,-3.86,0.34
3220,0.14,-0.05,0.97,2.59,-5.81,-3.1
3240,0.18,-0.02,1.03,0.85,-3.52,-4.62
3260,0.2,-0.02,1.03,-0.66,1.32,0.88
3280,0.16,-0.03,0.97,-0.4,0.76,2.3
3300,0.18,-0.08,0.97,5.94,2.14,0.24
3320,0.14,-0.03,1.03,2.4,1.14,-0.42
3340,0.18,-0.02,0.97,-0.31,1.58,-0.3
3360,0.17,-0.04,0.97,1.75,0.34,0.53
3380,0.18,-0.02,0.97,2.72,2.53,1.4
3400,0.19,-0.03,1.03,3.48,1.98,2.48
3420,0.17,-0.04,1.03,1.44,2.43,3.75
3440,0.15,-0.01,0.97,1.18,3.98,5.04
3460,0.15,0.04,1.16,-1.01,0.11,2.6
3480,-0.01,0.04,1.03,-21.63,-16.85,-9.02
3500,0.03,0.13,1.1,-40.88,-50.1,-31.27
3520,0.43,-0.4,-0.6,-83.73,-50.52,-27.37
3540,0.33,-0.08,1.03,36.71,45.49,17.65
3560,0.24,-0.05,1.35,26.28,21.45,18.97
3580,0.11,-0.16,1.22,-16.93,20.81,23.94
3600,0.06,-0.15,1.16,-22.92,14.02,16.46
3620,0.05,-0.07,1.16,-25.85,4.21,7.07
3640,0.03,0,1.1,-24.19,-15.26,-3.17
3660,0.31,-0.14,0.66,15.4,-26.64,-6.84
3680,0.16,-0.11,1.03,61.78,21.58,11.35
3700,0.17,-0.02,1.1,43.99,13.08,11.87
3720,0.15,-0.04,1.03,23.12,10.62,7.9
3740,0.14,0,1.1,13.96,0.44,2.46
3760,0.16,0,0.97,8.42,-2.05,5.13
3780,0.17,-0.04,1.03,9.2,-2.08,5.17
3800,0.15,0,1.03,4.8,-3.45,3.75
3820,0.13,0.01,1.03,-1.39,-3.37,0.34
3840,0.13,-0.05,0.97,-4.97,-4.96,-1.24
3860,0.15,-0.02,1.03,0.48,-5.05,-1.88
3880,0.13,0.01,1.03,-0.66,-1.32,3.84
3900,0.18,-0.03,0.97,-3.61,-5.75,-0.61
3920,0.13,-0.01,0.97,-1.59,-2.03,-0.56
3940,0.17,0.01,0.97,3.86,-1.68,-4.78
3960,0.13,0,1.03,-2.45,-1.86,-4.1
3980,0.16,0.01,1.03,-5.13,-2.72,-3.57
4000,0.16,0,0.97,-1.77,-0.26,-0.19
4020,0.16,-0.01,0.97,2.48,-0.27,1.3
