timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2798,0.07,0.85,0.08,-95.94,-11.00,-22.87
2850,0.09,0.88,0.14,-82.78,-11.46,-14.84
2901,0.02,0.84,0.21,-106.87,-5.32,-17.32
2952,0.03,0.83,0.40,-145.29,-11.14,-23.19
3003,0.04,0.71,0.40,-187.31,-8.22,-21.92
3054,-0.03,0.68,0.65,-153.93,-4.43,-17.20
3105,-0.01,0.48,0.65,-170.42,-5.23,-14.66
3156,0.01,0.40,0.90,-134.58,-0.82,-3.78
3207,0.01,0.28,0.90,-149.83,2.67,0.47
3258,-0.02,0.12,0.96,-142.97,-5.94,3.20
3299,-0.01,0.07,1.02,-107.90,-1.17,4.62
3350,-0.02,-0.11,0.90,-144.06,-2.62,10.41
3401,0.03,-0.12,1.09,-137.93,6.77,3.43
3452,-0.02,-0.32,0.96,-138.86,-0.59,6.14
3503,0.01,-0.36,1.02,-174.75,6.52,7.32
3554,-0.05,-0.60,0.83,-164.19,0.47,8.11
3605,-0.02,-0.70,0.90,-153.23,2.26,10.80
3656,-0.06,-0.83,0.71,-148.94,0.88,16.59
3707,-0.03,-0.88,0.65,-136.55,-0.18,16.30
3758,-0.02,-1.00,0.65,-105.61,3.78,12.19
3799,-0.04,-1.04,0.58,-87.55,9.59,9.85
3850,-0.10,-1.04,0.33,-95.25,10.76,14.27
3901,-0.12,-1.02,0.33,-43.77,1.05,8.95
3952,-0.14,-1.05,0.27,33.08,-5.26,-4.86
4003,-0.08,-1.11,0.40,59.00,-10.23,-6.78
4054,-0.09,-1.03,0.46,127.81,-14.27,-13.18
4105,-0.12,-0.99,0.65,162.32,1.89,-5.32
4156,-0.02,-0.88,0.71,179.41,-13.73,-16.94
4207,-0.02,-0.72,0.83,191.06,-13.53,-15.49
4248,0.02,-0.51,0.90,181.67,-15.82,-14.66
4299,-0.01,-0.44,0.96,189.69,-12.88,-13.41
4351,0.03,-0.17,1.02,166.86,-9.77,-7.36
4402,0.03,-0.13,1.02,153.70,-6.61,-3.84
4453,0.01,0.07,0.96,128.19,-4.51,1.81
4504,0.07,0.12,0.96,126.38,-3.41,3.32
4555,0.04,0.27,0.90,121.41,0.06,10.91
4606,0.06,0.33,0.90,123.77,-1.82,10.20
4657,0.06,0.47,0.77,112.46,-2.27,8.28
4708,0.07,0.49,0.77,96.69,-2.32,9.05
4749,0.04,0.58,0.65,123.94,-2.61,9.92
4800,0.05,0.64,0.58,97.68,0.82,10.16
4851,0.10,0.74,0.46,133.76,-6.84,12.42
4902,0.09,0.76,0.40,111.05,-6.76,10.73
4953,0.10,0.81,0.27,120.61,-14.17,6.63
5004,0.10,0.82,0.21,114.93,-13.28,7.19
5055,0.12,0.83,0.14,92.79,-15.71,0.70
5106,0.09,0.81,0.14,13.05,-10.88,-4.88
5157,0.12,0.85,0.14,-67.38,-7.48,-21.10
5208,0.09,0.84,0.14,-90.41,-6.06,-18.50
5249,0.08,0.84,0.21,-98.24,-8.09,-17.66
5300,0.08,0.80,0.27,-105.40,-10.44,-17.47
5351,0.03,0.79,0.46,-139.39,-7.60,-18.21
5402,0.07,0.71,0.52,-146.22,-12.79,-15.55
5453,0.04,0.62,0.65,-153.42,-7.38,-15.25
5504,0.02,0.52,0.71,-167.30,-7.50,-9.22
5555,0.02,0.42,0.83,-129.27,-3.78,-7.92
5607,0.01,0.29,0.90,-122.04,-1.32,-4.96
5658,0.05,0.19,0.90,-95.44,-5.70,-2.60
5699,0.01,0.12,0.96,-111.25,-4.72,2.01
5750,0.05,0.07,1.02,-124.67,1.48,7.09
5801,0.00,-0.10,0.96,-103.90,0.17,0.37
5852,0.05,-0.17,1.09,-151.76,-1.22,3.52
5903,0.01,-0.31,0.96,-160.45,-4.72,3.43
5954,0.06,-0.43,0.96,-123.73,-4.55,5.04
6005,0.08,-0.55,0.90,-132.94,-3.49,3.78
6056,0.07,-0.70,0.90,-139.15,-7.55,8.04
6107,0.04,-0.80,0.77,-129.95,-14.64,2.84
6158,0.07,-0.88,0.71,-143.65,-10.15,10.26
6199,0.04,-0.91,0.58,-131.69,-10.89,9.80
6250,0.01,-0.98,0.46,-87.77,-10.51,4.00
6301,0.04,-1.05,0.46,-68.50,-4.91,11.02
6352,-0.00,-1.10,0.40,-32.50,-9.41,10.19
6403,0.03,-1.05,0.33,33.58,-2.89,8.33
6454,0.01,-1.06,0.46,105.42,-6.12,-3.52
6505,0.01,-0.99,0.52,127.03,-8.96,-9.21
6556,0.05,-0.86,0.65,141.84,-9.47,-8.45
6607,0.09,-0.79,0.77,186.52,-3.68,-10.93
6658,0.12,-0.64,0.83,160.29,-5.60,-8.47
6699,0.06,-0.54,0.90,177.06,-5.46,-4.20
6750,0.06,-0.35,0.96,180.29,-4.60,-10.35
6801,0.10,-0.25,1.09,159.19,-0.76,-2.22
6852,0.07,-0.05,0.96,150.34,-1.97,-9.03
6904,0.12,0.01,1.02,124.26,4.53,0.50
6955,0.09,0.12,0.96,131.43,0.07,1.35
7006,0.08,0.25,0.90,138.84,7.16,4.43
7057,0.04,0.36,0.83,120.96,2.31,-0.34
7108,0.06,0.48,0.77,158.16,3.93,5.75
7149,0.07,0.59,0.65,146.97,1.71,5.11
7200,0.07,0.67,0.58,132.17,-0.81,5.19
7251,0.10,0.77,0.46,120.80,-1.66,6.73
7302,0.12,0.83,0.46,154.41,-11.38,10.36
7353,0.09,0.77,0.21,149.64,-9.40,15.40
7404,0.09,0.84,0.14,128.23,-9.25,19.78
7455,0.09,0.82,0.02,85.49,-8.73,10.90
7506,0.11,0.87,0.02,36.93,-7.63,4.42
7557,0.10,0.83,0.02,-0.02,-7.41,-6.71
7608,0.12,0.82,0.02,-44.69,-9.05,-13.47
7649,0.07,0.85,0.08,-68.78,-7.53,-18.49
7700,0.10,0.86,0.14,-118.60,-9.16,-20.90
7751,0.02,0.85,0.27,-184.52,-11.22,-27.27
7802,0.09,0.79,0.33,-170.49,-10.67,-17.80
7853,0.05,0.70,0.52,-125.76,-8.23,-10.89
7904,0.04,0.61,0.58,-177.02,-10.24,-14.27
7956,0.07,0.55,0.71,-115.79,-13.18,-8.92
8006,0.06,0.42,0.83,-163.93,-4.10,-10.02
8058,0.03,0.32,0.90,-110.22,1.49,-7.37
8099,0.03,0.25,0.96,-106.74,-2.14,-2.44
8150,0.03,0.13,0.96,-105.04,-6.71,-0.30
8201,0.06,0.07,0.96,-99.66,-4.46,6.16
8252,0.09,-0.01,1.09,-111.50,-0.56,9.75
8303,0.05,-0.16,1.02,-115.16,4.07,2.83
8354,0.06,-0.25,1.02,-136.34,-0.40,9.28
8405,0.04,-0.38,0.96,-139.95,-2.33,12.63
8456,0.05,-0.50,1.02,-128.03,2.62,14.17
8507,0.05,-0.58,0.83,-156.45,-4.19,14.72
8558,0.07,-0.73,0.90,-114.48,-7.23,10.74
8599,0.08,-0.79,0.77,-143.88,-2.16,9.32
8650,0.02,-0.89,0.58,-140.75,-7.34,18.32
8701,0.05,-0.98,0.58,-78.97,-7.28,11.67
8752,0.04,-1.07,0.52,-54.73,-8.16,13.79
8803,-0.00,-1.00,0.46,-13.93,-5.56,21.37
8854,-0.01,-0.94,0.46,114.76,-7.88,-20.42
8905,0.09,-1.01,0.65,95.48,-5.02,-10.44
8956,0.01,-0.82,0.65,50.48,-2.94,-2.62
9007,0.07,-0.83,0.71,130.21,-5.41,-11.38
9048,0.06,-0.73,0.83,132.63,-2.39,-10.91
9099,0.06,-0.61,0.83,177.46,-13.39,-8.22
9150,0.05,-0.47,0.96,158.78,-5.71,-15.96
9202,0.08,-0.32,0.96,179.05,-10.11,-7.31
9253,0.07,-0.14,0.96,166.28,-9.74,-15.05
9304,0.11,0.01,1.02,140.88,-0.47,-0.23
9355,0.09,0.14,0.90,139.44,0.07,-3.32
9406,0.08,0.22,0.96,138.56,7.23,5.94
9457,0.10,0.37,0.90,135.09,3.41,6.77
9508,0.10,0.45,0.83,119.06,2.57,9.17
9549,0.09,0.50,0.71,132.58,-4.73,7.58
9600,0.10,0.61,0.71,120.29,-3.01,3.14
9651,0.12,0.66,0.52,123.58,-1.50,3.66
9702,0.08,0.71,0.52,97.22,-2.69,6.99
9753,0.12,0.81,0.33,129.95,-2.00,7.16
9804,0.10,0.78,0.27,124.11,-7.87,8.83
9855,0.12,0.85,0.14,104.18,-11.01,7.90
9906,0.13,0.85,0.14,66.79,-9.83,8.30
9957,0.13,0.84,0.08,41.83,-9.21,7.41


