timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
8649,-0.03,-0.13,-0.99,-0.76,-0.99,-0.49
8700,-0.01,-0.13,-0.99,-0.71,-1.21,-0.51
8751,-0.03,-0.14,-0.99,-1.33,-1.38,-0.44
8802,-0.03,-0.13,-0.99,-0.70,-1.41,0.08
8853,-0.05,-0.13,-0.99,-1.18,-1.43,-0.21
8904,-0.03,-0.13,-0.99,0.52,-1.06,-0.38
8955,-0.06,-0.13,-0.99,-0.12,-1.34,-0.68
9006,-0.02,-0.13,-0.99,-0.90,-1.72,-1.06
9057,-0.06,-0.14,-0.99,-1.12,-1.96,-0.32
9098,-0.05,-0.15,-0.99,-0.48,-1.43,-0.58
9149,-0.04,-0.13,-0.99,-0.20,-0.98,-0.41
9200,-0.03,-0.14,-0.99,-0.97,-1.46,-0.21
9252,-0.04,-0.14,-0.99,-1.75,-2.30,-0.33
9303,-0.05,-0.16,-0.99,-1.11,-1.43,0.01
9354,-0.02,-0.13,-0.99,-0.69,-1.97,-0.14
9405,-0.06,-0.11,-0.99,-0.59,-1.34,-0.24
9456,-0.01,-0.11,-0.99,-1.12,-1.66,-0.37
9507,-0.01,-0.13,-0.99,0.04,-1.15,-0.04
9558,-0.04,-0.17,-0.99,-1.00,-1.71,-0.53
9599,-0.05,-0.14,-0.99,-1.17,-1.39,-0.36
9650,-0.04,-0.10,-0.99,-0.85,-1.30,0.54
9701,-0.03,-0.14,-0.99,-1.05,-1.74,-0.23
9752,-0.02,-0.11,-0.99,-0.18,-0.50,-0.31
9803,-0.05,-0.12,-0.99,-1.17,-0.91,-0.01
9854,-0.05,-0.12,-0.99,-1.14,-1.52,-0.45
9905,-0.01,-0.13,-0.99,-1.23,-1.40,-0.29
9956,-0.03,-0.14,-0.99,-1.76,-2.27,0.21


