timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2604,-0.49,0.35,-0.48,-9.89,20.78,-1.24
2655,-0.22,0.05,-0.30,-29.40,-37.68,2.02
2706,0.17,-0.06,0.14,-53.95,-46.15,43.10
2757,0.28,-0.24,0.33,-76.91,-47.16,44.10
2808,0.38,-0.38,0.71,-24.69,-117.32,14.76
2849,0.47,-0.13,1.02,36.22,-115.94,-47.94
2900,0.44,-0.12,1.40,-128.09,-24.60,8.26
2951,0.65,-0.36,1.84,-173.07,85.01,29.39
3003,0.54,-0.75,1.84,-20.28,46.27,-20.36
3054,0.44,-0.40,1.52,35.14,16.66,-5.58
3105,0.34,-0.16,1.02,34.42,-34.20,3.36
3156,0.28,-0.19,0.77,19.43,-5.62,-7.74
3207,0.31,-0.27,0.83,-4.34,1.98,1.65
3258,0.28,-0.26,0.90,-9.00,8.66,4.08
3299,0.29,-0.27,0.90,-5.62,5.42,1.00
3350,0.31,-0.28,0.96,-3.97,4.38,4.58
3401,0.30,-0.27,0.96,-6.26,7.17,4.31
3452,0.30,-0.30,0.96,3.90,1.49,2.96
3503,0.25,-0.22,0.96,-5.71,1.20,3.11
3554,0.27,-0.30,0.96,-1.40,-2.59,-0.74
3605,0.27,-0.29,1.02,-6.02,-1.46,4.99
3656,0.31,-0.33,1.21,5.20,-8.73,4.59
3707,0.36,-0.17,1.59,13.25,-41.26,14.70
3758,0.52,-0.16,1.71,97.82,-77.08,-0.76
3799,0.78,-0.20,1.84,102.06,-17.70,-6.65
3850,0.69,-0.36,1.40,96.96,-11.62,-24.48
3901,0.80,-0.22,1.02,106.80,41.93,-38.45
3952,0.46,-0.35,0.40,58.30,59.10,-23.04
4003,0.03,-0.19,0.08,46.91,37.45,-20.32
4054,-0.25,0.19,-0.11,-0.24,9.72,9.86
4105,-0.23,0.11,-0.17,-12.37,10.89,16.65
4156,-0.16,0.03,-0.04,-33.06,-20.40,30.34
4207,0.12,-0.18,0.14,-53.85,-29.89,40.42
4258,0.11,-0.31,0.27,-63.26,-47.29,28.60
4299,0.35,-0.06,0.83,-21.76,-96.41,-2.55
4350,0.61,-0.06,1.09,-24.44,-72.57,-55.62
4402,1.74,-0.35,1.46,-80.75,-32.83,28.62
4452,0.62,-0.99,2.09,-250.00,158.57,135.00
4504,0.36,-0.41,1.65,-77.51,106.80,-1.16
4555,0.22,-0.32,1.27,46.55,4.79,-7.69
4606,0.23,-0.23,1.02,17.59,-19.36,-8.86
4657,0.21,-0.33,0.90,19.55,-10.13,-11.67
4708,0.17,-0.39,0.90,-5.56,-13.82,2.08
4749,0.22,-0.32,0.96,2.47,-2.82,4.63
4800,0.24,-0.31,0.96,12.50,-5.52,2.05
4851,0.27,-0.28,0.96,3.85,-4.96,3.48
4902,0.24,-0.27,0.90,-5.89,-1.55,3.39
4953,0.23,-0.30,0.96,-6.31,-1.59,3.70
5004,0.21,-0.34,0.96,0.74,3.05,2.43
5055,0.18,-0.31,0.96,-0.08,1.76,2.40
5106,0.26,-0.29,1.15,-1.05,-10.31,5.30
5157,0.23,-0.26,1.46,20.03,-39.58,13.92
5208,0.41,-0.19,1.71,63.16,-86.63,16.92
5249,0.44,-0.22,1.59,135.64,-126.42,-0.92
5300,0.84,-0.16,1.52,137.42,-46.68,-5.88
5351,0.77,-0.15,1.02,122.26,2.17,-52.69
5402,0.60,-0.13,0.65,98.11,24.60,-62.01
5453,0.23,0.04,0.14,42.56,23.17,-23.95
5504,0.04,0.07,0.02,11.63,-2.69,-11.37
5555,-0.12,0.09,-0.04,-18.06,14.76,-2.54
5606,-0.31,-0.16,-0.11,-57.21,6.33,25.12
5657,-0.11,-0.06,-0.04,-49.45,-22.04,40.79
5708,-0.02,-0.14,0.08,-76.91,-45.91,46.24
5749,0.43,-0.25,0.08,-63.47,-54.86,44.74
5800,0.66,-0.28,0.96,-23.26,-79.11,2.01
5851,1.72,0.75,1.52,99.66,111.27,-250.00
5902,0.62,-0.43,2.53,-250.00,237.63,184.89
5953,0.30,-0.43,1.52,-72.36,108.18,-11.25
6004,0.19,-0.52,1.15,69.73,17.78,-29.48
6055,0.30,-0.19,0.96,4.48,7.10,-12.99
6107,0.21,-0.29,0.83,-15.52,5.70,6.77
6158,0.25,-0.38,1.02,0.00,23.67,1.13
6198,0.19,-0.37,1.02,-3.53,9.36,3.30
6250,0.16,-0.35,1.02,2.46,3.88,-3.95
6301,0.19,-0.33,0.96,3.19,-4.68,0.31
6352,0.17,-0.29,0.90,7.71,-7.10,4.42
6403,0.18,-0.35,0.96,1.75,-1.69,1.73
6454,0.19,-0.35,0.96,-3.35,-4.68,-1.08
6505,0.19,-0.32,0.96,0.37,-1.18,-1.35
6556,0.20,-0.32,0.96,-0.20,-1.30,1.05
6607,0.20,-0.33,0.96,-1.37,-1.68,0.76
6658,0.16,-0.30,1.02,-2.01,-1.34,1.21
6699,0.12,-0.35,1.09,5.48,-8.38,-0.81
6750,0.10,-0.29,1.40,20.79,-52.60,4.86
6801,0.36,-0.32,2.09,101.24,-124.97,8.93
6852,0.89,-0.20,1.90,168.97,-147.51,6.50
6903,0.85,-0.54,1.40,138.29,-13.55,-24.57
6954,0.61,-0.36,0.52,125.85,55.32,-56.46
7005,0.36,-0.02,-0.04,97.00,75.75,-53.22
7056,0.03,0.07,-0.17,15.15,68.12,-22.50
7107,-0.23,0.14,-0.30,-47.33,54.18,8.82
7158,-0.48,0.02,-0.36,-54.82,-8.12,13.67
7199,-0.09,0.04,-0.04,-65.54,-46.04,33.36
7250,0.16,-0.15,0.14,-83.68,-64.65,40.66
7301,0.63,-0.15,0.58,-1.00,-160.69,-13.98
7352,0.82,-0.14,1.52,-57.42,-90.23,-16.39
7403,0.76,0.08,1.90,-62.87,81.51,-88.44
7454,0.58,-0.57,1.84,-250.00,25.75,97.95
7505,0.41,-0.24,1.21,-40.70,50.66,-0.82
7557,0.38,-0.25,1.02,-12.04,23.09,-5.68
7608,0.35,-0.33,0.96,-13.47,2.88,5.23
7649,0.32,-0.35,0.90,7.63,12.02,-5.47
7700,0.27,-0.33,0.90,6.06,12.67,-6.84
7751,0.26,-0.35,0.96,6.81,12.31,-7.61
7802,0.28,-0.26,0.96,9.74,8.24,-2.16
7853,0.27,-0.28,0.96,5.29,0.89,1.10
7904,0.28,-0.27,0.90,-4.14,-5.38,3.83
7955,0.29,-0.33,0.96,-2.34,-1.81,2.08
8006,0.29,-0.31,0.96,1.30,-1.72,0.11
8057,0.28,-0.31,0.96,0.35,-1.00,-1.11
8108,0.31,-0.29,0.96,-0.73,1.40,-0.02
8149,0.26,-0.28,0.90,-2.27,0.10,1.41
8200,0.27,-0.33,0.96,-5.22,-0.31,1.38
8251,0.28,-0.32,0.96,-1.23,0.98,0.47
8302,0.27,-0.33,0.96,-0.81,-2.64,0.20
8353,0.26,-0.29,0.96,0.90,-2.56,-1.33
8404,0.21,-0.32,1.15,-2.09,-11.28,-2.33
8455,0.21,-0.25,1.65,42.42,-66.61,17.40
8506,0.75,0.04,2.59,119.59,-112.94,17.80
8557,1.02,-0.62,1.90,152.71,-57.94,-59.04
8598,0.90,-0.72,1.02,167.14,44.62,-98.27
8649,0.48,-0.29,0.14,111.82,74.81,-64.64
8701,-0.08,0.07,-0.42,-6.68,50.14,-4.10
8752,-0.19,0.14,-0.23,-32.01,24.51,7.93
8803,0.09,0.21,0.27,-20.74,-3.86,42.14
8854,0.20,0.10,0.65,-32.28,-6.45,38.97
8905,0.43,0.08,0.90,-11.99,-26.05,9.64
8956,0.46,0.07,0.96,0.04,-11.70,-13.17
9007,0.39,0.12,0.96,-2.17,-14.55,-2.08
9058,0.43,0.16,1.09,-7.10,6.55,-1.34
9099,0.37,0.07,0.96,-5.88,4.32,-1.12
9150,0.32,0.02,0.90,0.11,-0.39,2.27
9201,0.39,0.07,0.90,0.52,4.42,8.07
9252,0.36,0.06,0.90,-1.51,4.62,2.85
9303,0.40,0.13,0.83,-0.60,3.39,4.00
9354,0.37,0.07,0.83,2.24,3.81,-3.02
9405,0.40,0.01,0.65,0.13,9.51,-1.85
9456,0.32,-0.08,0.33,-7.48,21.33,-3.33
9507,0.09,-0.21,0.14,-23.61,36.72,-0.14
9558,0.07,0.04,0.40,-22.64,16.01,19.73
9599,0.21,0.27,0.77,-38.05,-22.89,28.88
9650,0.39,0.36,0.96,-42.52,-35.28,-19.13
9701,0.52,-0.12,1.40,-109.52,22.29,-52.64
9752,0.53,-0.25,1.78,-173.97,80.68,-4.40
9803,0.33,-0.56,1.27,-49.44,35.61,-18.62
9854,0.18,-0.21,1.02,-28.66,18.28,-1.46
9905,0.15,-0.14,0.96,-63.35,18.47,4.43
9957,0.13,-0.49,1.02,-53.31,28.46,-2.71


