timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1848,-0.05,-1.16,0.33,52.38,-1.93,-4.42
1899,-0.06,-1.10,0.40,91.39,-4.06,-5.78
1950,-0.05,-1.03,0.46,97.02,-10.63,-6.94
2001,-0.04,-1.01,0.52,124.30,-9.13,-4.63
2052,-0.04,-0.87,0.65,178.77,-13.13,-10.76
2103,-0.03,-0.75,0.77,218.28,-11.99,-8.00
2154,0.01,-0.50,0.96,212.47,-15.72,-11.97
2205,-0.01,-0.39,0.96,201.71,-5.65,-8.26
2257,0.03,-0.18,1.02,197.20,-16.33,-5.23
2308,0.03,-0.01,1.02,222.22,-17.98,-7.74
2349,0.03,0.19,0.96,249.99,-19.94,-5.65
2400,0.00,0.36,0.77,197.39,-27.75,-12.88
2451,0.05,0.57,0.58,241.14,-9.64,6.97
2502,0.04,0.66,0.58,116.65,-9.12,1.14
2553,0.11,0.80,0.58,226.03,-2.14,12.21
2604,0.09,0.71,0.21,137.41,-8.58,2.56
2655,0.13,0.89,0.14,118.23,-2.63,6.58
2706,0.10,0.81,0.14,120.91,9.46,12.14
2757,0.09,0.81,0.02,46.82,-3.40,-0.09
2798,0.08,0.85,0.02,-3.62,3.87,-8.99
2849,0.11,0.86,0.02,-43.58,-0.15,-14.21
2900,0.06,0.84,0.08,-58.40,-6.23,-12.82
2951,0.04,0.85,0.14,-114.59,-7.87,-21.05
3002,0.03,0.82,0.21,-87.96,-5.63,-13.49
3053,0.05,0.87,0.33,-150.10,-7.48,-9.46
3104,0.05,0.73,0.40,-190.50,-14.20,-13.31
3155,0.00,0.67,0.52,-161.00,-4.39,-2.61
3206,0.05,0.51,0.77,-180.98,-0.86,-2.45
3257,0.08,0.41,0.90,-159.41,-4.69,-5.36
3298,0.06,0.34,0.83,-167.41,-6.77,-1.93
3349,0.05,0.21,0.90,-177.22,-13.12,0.31
3400,0.06,0.01,1.02,-224.73,-0.05,10.89
3451,0.11,-0.28,1.02,-238.11,-20.31,17.32
3502,0.07,-0.46,0.90,-248.34,-20.44,25.89
3553,0.07,-0.65,0.90,-216.90,-8.43,26.89
3604,0.06,-0.80,0.77,-216.83,-2.18,21.10
3655,0.03,-0.99,0.52,-172.26,3.40,21.95
3706,0.03,-1.06,0.46,-160.90,-3.67,25.92
3757,-0.01,-1.07,0.33,-132.61,-3.94,19.74
3798,-0.01,-1.07,0.27,-82.75,-3.78,12.80
3850,-0.04,-1.13,0.21,-50.70,1.90,4.23
3901,-0.03,-1.18,0.21,-15.35,-0.98,-0.63
3952,-0.03,-1.13,0.14,9.35,-1.03,-1.65
4003,-0.01,-1.11,0.21,48.03,-2.07,-7.39
4054,-0.07,-1.15,0.27,116.42,-5.39,-13.37
4105,-0.02,-1.01,0.40,203.50,-10.67,-21.14
4156,0.08,-0.97,0.65,207.93,-7.73,-19.39
4207,0.02,-0.79,0.65,171.84,-15.27,-17.65
4248,0.09,-0.74,0.83,214.31,-10.35,-26.21
4299,0.05,-0.47,0.77,180.24,-8.23,-7.48
4350,0.07,-0.35,1.02,235.47,-15.79,-21.72
4401,0.14,-0.06,0.90,203.09,-2.98,-5.32
4452,0.08,0.02,1.02,208.79,-8.41,-16.06
4503,0.13,0.34,0.83,214.39,-2.78,1.82
4554,0.04,0.30,0.90,202.96,-9.90,-4.72
4605,0.15,0.63,0.46,208.31,-8.39,-0.10
4656,0.09,0.63,0.71,144.87,-2.70,2.70
4707,0.16,0.87,0.33,144.87,-7.80,0.62
4748,0.11,0.68,0.46,108.25,-5.63,-1.50
4799,0.20,0.93,0.14,121.02,11.22,-2.88
4850,0.09,0.77,0.14,76.77,-7.58,-11.42
4901,0.11,0.87,0.14,29.47,-3.62,-9.64
4952,0.07,0.77,0.14,12.92,-0.60,-5.20
5003,0.11,0.84,0.14,-28.45,2.57,-8.24
5054,0.06,0.85,0.14,-50.78,-3.71,-8.31
5106,0.05,0.84,0.21,-120.25,-6.05,-17.14
5157,0.05,0.78,0.27,-182.09,-8.62,-15.01
5208,0.07,0.70,0.52,-208.76,-3.75,-3.74
5249,0.10,0.60,0.65,-185.47,-3.01,0.82
5300,0.04,0.53,0.77,-126.37,-3.30,-5.41
5351,0.05,0.36,0.83,-161.85,-6.81,-2.51
5402,0.06,0.32,0.90,-189.62,-2.75,4.80
5453,0.06,0.11,1.02,-191.33,6.17,8.53
5504,0.07,-0.05,0.96,-233.18,-4.44,11.35
5555,0.07,-0.32,0.96,-239.31,-11.28,13.44
5606,0.10,-0.50,0.96,-192.34,-8.68,19.76
5657,0.03,-0.69,0.83,-186.92,-9.64,17.08
5698,0.06,-0.83,0.71,-168.63,-14.61,18.48
5749,0.03,-0.93,0.65,-195.24,-15.05,29.16
5800,0.05,-1.03,0.52,-163.54,-5.91,24.64
5851,0.01,-1.07,0.40,-117.50,3.94,16.29
5902,-0.02,-1.07,0.27,-63.63,2.49,10.45
5953,-0.00,-1.13,0.27,-9.65,-0.05,2.18
6004,-0.05,-1.15,0.27,41.65,-4.76,-2.13
6055,0.03,-1.10,0.40,109.76,-10.12,-12.08
6106,0.00,-0.97,0.46,164.51,-9.25,-10.11
6157,0.03,-0.93,0.65,240.06,-2.82,-26.22
6198,0.08,-0.83,0.71,218.42,-7.09,-10.57
6249,0.07,-0.61,0.90,223.24,-10.43,-24.78
6300,0.07,-0.46,0.96,215.99,-1.96,-13.01
6351,0.04,-0.16,0.96,249.99,-5.04,-21.94
6403,0.08,-0.05,1.02,212.97,-3.21,-11.24
6454,0.07,0.22,0.90,236.14,-15.21,-21.55
6505,0.08,0.36,0.83,198.19,-4.84,-5.58
6556,0.08,0.56,0.77,192.97,-8.87,-6.19
6607,0.10,0.69,0.46,170.43,-4.20,0.05
6648,0.10,0.72,0.52,163.52,-11.32,-2.14
6699,0.08,0.79,0.27,156.51,-3.35,1.43
6750,0.10,0.84,0.27,149.41,-11.25,-8.38
6801,0.10,0.87,0.08,118.88,-0.96,-3.32
6852,0.06,0.83,0.02,68.91,2.59,1.23
6903,0.05,0.83,0.02,36.21,-0.37,-1.61
6954,0.07,0.83,-0.04,-15.66,3.84,-4.59
7005,0.08,0.84,0.02,-72.22,2.43,-12.50
7056,0.08,0.86,0.08,-109.28,-4.83,-15.13
7107,0.01,0.83,0.14,-178.18,2.10,-10.88
7148,0.04,0.79,0.33,-189.65,-4.28,-8.12
7199,0.06,0.69,0.58,-220.22,-9.90,-5.99
7250,0.04,0.60,0.65,-192.96,-10.07,-8.59
7301,0.04,0.48,0.83,-194.10,-15.12,-9.32
7352,0.04,0.30,0.83,-224.31,-15.52,-3.75
7403,0.04,0.11,0.96,-178.04,-14.46,5.81
7454,0.06,-0.01,1.02,-205.50,26.86,8.51
7505,0.03,-0.25,1.02,-186.26,-6.85,13.22
7557,0.14,-0.39,0.96,-180.52,-16.66,20.97
7608,0.11,-0.59,0.90,-220.76,-9.48,20.86
7649,0.06,-0.73,0.77,-177.25,-12.24,24.93
7700,0.08,-0.81,0.71,-201.97,-11.40,31.93
7751,0.04,-0.95,0.46,-180.50,-10.51,32.99
7802,0.05,-1.08,0.52,-163.22,-7.32,38.43
7853,0.00,-1.14,0.27,-130.32,-3.13,25.02
7904,-0.02,-1.14,0.27,-38.47,6.55,6.05
7955,-0.04,-1.10,0.14,-41.21,3.38,2.88
8006,-0.02,-1.15,0.14,11.49,1.48,-3.88
8057,0.01,-1.14,0.14,79.79,-0.97,-13.07
8098,-0.02,-1.14,0.21,164.90,-9.17,-19.16
8149,0.04,-0.99,0.52,241.81,-15.79,-30.84
8200,0.03,-0.90,0.58,210.43,-11.37,-9.71
8251,0.05,-0.77,0.83,160.84,-11.69,-5.85
8302,0.06,-0.54,0.71,213.11,-6.87,-14.99
8353,0.10,-0.49,1.02,222.74,-5.64,-14.64
8404,0.12,-0.11,0.83,249.99,-12.19,-9.88
8455,0.11,-0.02,1.02,241.60,-9.53,-12.02
8506,0.11,0.36,0.77,233.51,-3.23,-10.18
8557,0.09,0.38,0.90,189.41,-0.40,-6.49
8598,0.14,0.68,0.58,155.07,-3.28,1.31
8650,0.12,0.61,0.71,182.27,-7.23,-3.48
8701,0.14,0.86,0.40,184.62,-4.35,6.87
8752,0.10,0.68,0.33,147.64,-9.74,-0.29
8803,0.13,0.88,0.14,127.75,0.11,8.39
8854,0.11,0.83,0.14,98.95,-10.70,11.38
8905,0.15,0.84,-0.04,21.56,-3.65,1.46
8956,0.11,0.83,0.08,12.44,12.41,2.81
9007,0.14,0.83,0.08,-3.64,-5.77,-4.17
9048,0.15,0.82,-0.04,-23.44,0.43,-4.85
9099,0.14,0.84,0.14,-49.90,-0.68,-9.70
9150,0.11,0.85,0.14,-169.34,-3.33,-21.77
9201,0.10,0.84,0.33,-155.46,-4.43,-16.78
9252,0.10,0.79,0.40,-250.00,10.12,-10.35
9303,0.07,0.55,0.65,-187.92,-9.46,-4.91
9354,0.07,0.38,0.77,-153.14,-6.81,-6.65
9405,0.12,0.37,0.96,-186.14,-7.38,1.19
9456,0.09,0.21,0.90,-215.96,-11.38,-1.51
9507,0.15,0.06,1.15,-250.00,26.65,9.83
9548,0.11,-0.27,0.96,-250.00,1.77,6.85
9599,0.08,-0.52,0.90,-231.12,-8.90,15.71
9650,0.09,-0.70,0.71,-216.21,-13.21,18.60
9701,0.09,-0.91,0.65,-180.40,-5.55,13.45
9752,0.07,-0.97,0.58,-165.10,-6.65,15.62
9803,0.07,-1.01,0.40,-136.52,-12.13,9.86
9854,0.10,-1.16,0.46,-93.22,-8.69,9.36
9905,0.03,-1.08,0.21,-120.83,-2.34,12.23
9957,0.04,-1.10,0.14,-49.61,-3.65,6.71


