timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,0.13,0.04,0.97,-9.00,1.52,-0.90
21,0.13,0.04,0.97,-5.35,-0.05,6.86
32,0.11,0.02,1.03,-4.75,0.53,9.80
53,0.08,0.02,1.03,-15.89,-5.92,-2.11
73,0.11,-0.01,0.91,-12.92,-3.88,-4.65
94,0.09,-0.04,1.03,-5.20,0.13,-2.48
115,0.07,-0.04,1.03,-4.10,-2.37,-4.25
136,0.07,-0.03,0.97,-2.97,-0.81,-7.05
157,0.09,0.03,1.10,6.97,-2.91,-9.16
177,0.12,0.10,1.03,2.46,-6.13,-8.55
198,0.07,0.11,1.16,-11.22,-13.00,-5.01
219,0.02,0.08,1.28,-51.91,-35.35,-13.71
240,0.23,-0.31,0.78,-69.62,64.93,-12.29
260,-0.00,-0.12,1.10,-7.07,38.00,-1.43
281,0.13,-0.04,1.28,-5.94,11.36,6.05
292,0.07,-0.07,1.22,-23.76,5.20,11.78
313,0.00,-0.17,1.03,-33.85,-8.32,3.04
334,0.07,-0.02,0.97,-19.97,-12.13,3.37
354,0.05,-0.05,1.03,13.28,-26.44,6.49
375,0.20,0.06,0.59,30.31,-19.09,7.16
396,0.07,-0.13,1.03,46.86,26.59,15.96
417,0.10,-0.01,1.16,33.89,10.99,19.54
437,0.09,-0.11,1.03,23.51,13.57,24.24
458,0.04,0.01,1.10,23.51,6.54,21.21
479,0.09,-0.03,1.03,13.12,1.26,19.98
500,0.05,-0.06,1.03,27.15,4.01,19.97
521,0.07,-0.03,1.03,26.63,-6.34,4.66
541,0.02,-0.01,1.03,20.61,1.31,10.53
552,0.03,0.02,1.10,13.11,-0.16,4.59
573,0.04,-0.07,0.97,6.87,-11.22,-0.44
594,0.06,0.01,0.97,8.58,-7.32,2.39
615,0.08,0.02,0.97,4.00,-6.94,0.62
635,0.05,0.02,1.03,-0.06,-8.08,-0.64
656,0.07,0.01,0.97,-2.49,-5.88,-3.91
677,0.11,0.04,1.03,-0.18,-3.16,-3.57
698,0.10,0.06,1.03,-0.90,-0.18,-0.52
718,0.06,0.02,0.97,-0.54,-0.89,-1.56
739,0.07,0.01,0.97,1.06,1.38,-2.00
760,0.09,0.05,1.03,-1.94,3.80,-0.14
781,0.08,0.02,1.03,-2.90,5.41,1.50
802,0.07,0.01,1.03,4.10,1.40,0.05
812,0.08,0.03,1.03,3.75,0.31,-1.42
833,-0.00,0.08,1.03,-12.98,-8.06,-8.85
854,-0.06,0.13,1.10,-36.38,-28.27,-27.43
875,0.02,0.13,1.16,-75.07,-40.89,-38.34
895,0.54,-0.49,-0.29,-155.74,-38.25,-36.54
916,0.07,-0.15,1.16,29.01,78.41,22.82
937,0.14,-0.04,1.41,23.99,29.11,10.43
958,-0.01,-0.14,1.28,-21.16,23.37,15.71
979,0.04,-0.04,1.03,-26.18,-1.48,-1.40
999,0.02,0.03,1.03,-18.94,-5.42,1.75
1020,0.03,-0.02,1.10,5.01,-27.24,0.66
1041,0.23,-0.04,0.78,24.99,-35.27,-0.88
1052,-0.01,-0.16,0.59,21.00,-17.79,2.14
1072,0.03,-0.08,1.16,53.42,-8.71,-3.41
1093,0.12,-0.01,1.10,13.63,-2.28,-1.80
1114,0.13,0.01,1.03,5.61,-5.79,-0.11
1135,0.08,-0.00,1.03,5.49,-12.34,3.77
1156,0.11,-0.03,0.91,10.09,-13.69,5.71
1176,0.11,0.01,1.03,13.12,-11.28,7.37
1197,0.10,-0.01,1.03,10.95,-15.30,6.76
1218,0.08,-0.04,1.03,8.33,-8.62,3.59
1239,0.13,0.01,0.97,16.17,-7.80,0.66
1259,0.10,-0.03,1.10,10.76,-6.55,3.06
1280,0.09,-0.06,1.03,8.00,-10.53,0.83
1301,0.10,-0.02,0.97,3.22,-8.90,-2.24
1312,0.14,0.01,0.97,3.98,-6.90,-2.36
1333,0.13,-0.00,1.03,7.16,-7.06,-1.03
1353,0.10,0.01,1.03,3.11,-6.39,-1.25
1374,0.14,0.02,0.97,-5.07,-2.24,-2.40
1395,0.15,0.05,1.03,-8.66,3.01,0.81
1416,0.05,0.05,1.10,-15.62,-4.74,0.89
1437,-0.02,0.08,1.03,-41.69,-19.00,-14.96
1457,0.10,0.11,0.97,-65.38,-39.67,-28.56
1478,0.43,-0.18,0.53,-83.45,62.19,-14.04
1499,0.14,-0.13,1.41,11.65,35.01,18.00
1520,0.07,-0.16,1.35,-26.25,17.23,21.22
1540,0.00,-0.16,1.16,-39.07,-1.46,6.74
1561,0.07,-0.07,1.03,-26.97,-15.17,2.73
1572,0.09,-0.01,1.03,-3.52,-24.19,6.55
1593,0.22,-0.04,0.59,45.04,-19.94,8.88
1614,0.08,-0.18,0.97,54.81,4.26,10.89
1634,0.11,-0.08,1.03,28.67,0.39,2.98
1655,0.14,-0.08,1.03,20.81,-1.30,-2.59
1676,0.12,0.02,1.03,14.14,-3.68,-0.41
1697,0.14,-0.02,0.97,11.32,-4.65,3.87
1717,0.12,-0.06,0.97,15.42,-6.30,7.32
1738,0.12,-0.06,1.03,15.48,-5.32,2.46
1759,0.12,-0.03,1.03,9.19,-3.64,-1.81
1780,0.12,-0.03,1.03,4.07,-3.14,-1.01
1801,0.12,-0.03,1.03,-0.14,-5.91,-0.17
1821,0.13,-0.01,1.03,1.72,-4.41,0.60
1832,0.14,-0.05,1.03,-0.45,-5.18,-0.45
1853,0.14,-0.04,0.97,3.56,-5.38,-0.44
1874,0.17,-0.01,1.03,3.51,-3.83,-0.53
1895,0.10,-0.05,0.97,2.32,-5.14,-0.98
